id,item,resp
29,item_10,0
444,item_11,0
53,item_11,0
26,item_11,0
317,item_11,0
115,item_11,0
418,item_11,0
330,item_11,0
480,item_11,0
52,item_12,0
209,item_13,0
144,item_13,0
379,item_13,0
421,item_14,0
451,item_14,0
329,item_17,0
446,item_17,0
467,item_17,0
398,item_18,0
391,item_18,0
253,item_19,0
524,item_19,0
215,item_19,0
311,item_19,0
287,item_20,0
98,item_20,0
488,item_20,0
398,item_20,0
367,item_20,0
188,item_20,0
318,item_20,0
156,item_1,1
136,item_1,1
45,item_1,1
243,item_1,1
474,item_2,1
187,item_2,1
383,item_2,1
368,item_2,1
433,item_3,1
443,item_4,1
513,item_5,1
282,item_5,1
106,item_5,1
379,item_5,1
331,item_5,1
405,item_5,1
4,item_6,1
496,item_6,1
300,item_6,1
258,item_6,1
123,item_6,1
45,item_7,1
95,item_7,1
351,item_7,1
265,item_8,1
121,item_8,1
20,item_8,1
383,item_9,1
50,item_9,1
342,item_9,1
91,item_9,1
42,item_9,1
30,item_9,1
375,item_9,1
132,item_10,1
162,item_11,1
34,item_12,1
146,item_13,1
285,item_14,1
31,item_14,1
300,item_15,1
438,item_15,1
336,item_16,1
302,item_16,1
128,item_17,1
160,item_17,1
158,item_18,1
468,item_18,1
186,item_19,1
350,item_19,1
155,item_20,1
453,item_20,1
78,item_20,1
207,item_20,1
356,item_20,1
97,item_20,1
87,item_20,1
165,item_1,0
435,item_2,0
424,item_2,0
395,item_3,0
14,item_5,0
96,item_5,0
299,item_5,0
20,item_6,0
489,item_7,0
523,item_8,0
111,item_9,0
24,item_9,0
531,item_10,0
178,item_10,0
36,item_12,0
236,item_12,0
115,item_12,0
488,item_13,0
228,item_13,0
442,item_14,0
175,item_15,0
6,item_15,0
286,item_16,0
14,item_17,0
535,item_17,0
415,item_17,0
106,item_17,0
469,item_17,0
47,item_17,0
511,item_18,0
202,item_18,0
446,item_19,0
222,item_19,0
239,item_19,0
121,item_19,0
304,item_20,0
226,item_20,0
204,item_1,1
163,item_1,1
173,item_1,1
140,item_2,1
125,item_2,1
464,item_3,1
210,item_3,1
536,item_3,1
396,item_4,1
445,item_4,1
31,item_5,1
466,item_5,1
353,item_5,1
451,item_6,1
467,item_6,1
459,item_6,1
375,item_6,1
127,item_6,1
347,item_7,1
99,item_7,1
163,item_7,1
64,item_7,1
38,item_7,1
63,item_7,1
413,item_8,1
73,item_8,1
105,item_9,1
361,item_9,1
413,item_9,1
371,item_9,1
424,item_9,1
266,item_10,1
74,item_11,1
78,item_11,1
35,item_12,1
55,item_12,1
9,item_12,1
494,item_12,1
275,item_12,1
358,item_13,1
306,item_13,1
34,item_14,1
333,item_14,1
424,item_14,1
206,item_15,1
266,item_15,1
306,item_15,1
186,item_16,1
87,item_16,1
38,item_16,1
157,item_16,1
125,item_16,1
298,item_17,1
262,item_17,1
82,item_18,1
357,item_18,1
275,item_19,1
56,item_20,1
464,item_20,1
504,item_1,0
361,item_1,0
399,item_1,0
264,item_2,0
81,item_2,0
20,item_2,0
418,item_2,0
293,item_2,0
247,item_3,0
158,item_3,0
523,item_3,0
143,item_3,0
260,item_4,0
120,item_5,0
84,item_5,0
283,item_5,0
297,item_6,0
251,item_6,0
8,item_6,0
46,item_7,0
111,item_7,0
84,item_8,0
415,item_8,0
40,item_8,0
159,item_10,0
228,item_10,0
75,item_10,0
427,item_11,0
17,item_12,0
77,item_13,0
522,item_14,0
55,item_15,0
15,item_15,0
373,item_15,0
259,item_16,0
532,item_16,0
231,item_16,0
274,item_17,0
498,item_17,0
320,item_17,0
181,item_17,0
497,item_17,0
534,item_17,0
68,item_17,0
349,item_17,0
38,item_17,0
459,item_18,0
317,item_18,0
103,item_18,0
377,item_19,0
11,item_19,0
415,item_20,0
111,item_20,0
167,item_20,0
232,item_20,0
258,item_1,1
35,item_1,1
178,item_2,1
53,item_2,1
388,item_3,1
211,item_4,1
481,item_4,1
35,item_5,1
230,item_5,1
457,item_5,1
290,item_6,1
78,item_6,1
214,item_6,1
206,item_6,1
318,item_6,1
145,item_6,1
168,item_6,1
472,item_7,1
273,item_7,1
35,item_8,1
370,item_8,1
346,item_8,1
134,item_8,1
422,item_9,1
56,item_9,1
272,item_9,1
179,item_10,1
413,item_10,1
285,item_11,1
383,item_11,1
262,item_11,1
197,item_11,1
209,item_12,1
417,item_12,1
234,item_12,1
190,item_12,1
128,item_12,1
150,item_12,1
155,item_12,1
1,item_12,1
238,item_13,1
157,item_13,1
489,item_14,1
330,item_14,1
241,item_14,1
128,item_14,1
119,item_15,1
282,item_15,1
212,item_16,1
267,item_17,1
489,item_17,1
288,item_18,1
459,item_19,1
185,item_19,1
86,item_20,1
487,item_20,1
32,item_20,1
294,item_1,0
364,item_1,0
49,item_1,0
326,item_2,0
205,item_3,0
521,item_4,0
9,item_4,0
265,item_5,0
418,item_5,0
529,item_6,0
402,item_7,0
505,item_7,0
40,item_7,0
498,item_7,0
392,item_8,0
220,item_9,0
251,item_9,0
271,item_10,0
276,item_10,0
135,item_10,0
409,item_10,0
509,item_10,0
365,item_10,0
50,item_10,0
246,item_11,0
178,item_12,0
249,item_13,0
335,item_13,0
220,item_13,0
264,item_13,0
46,item_13,0
341,item_13,0
345,item_13,0
120,item_14,0
226,item_14,0
454,item_15,0
274,item_15,0
531,item_15,0
467,item_15,0
81,item_15,0
436,item_15,0
20,item_16,0
13,item_16,0
502,item_17,0
439,item_18,0
211,item_18,0
418,item_18,0
352,item_18,0
262,item_18,0
517,item_19,0
326,item_20,0
509,item_20,0
135,item_20,0
477,item_1,1
275,item_1,1
4,item_2,1
362,item_2,1
292,item_3,1
84,item_3,1
164,item_3,1
336,item_3,1
5,item_4,1
422,item_4,1
402,item_4,1
513,item_4,1
293,item_4,1
204,item_4,1
160,item_5,1
469,item_5,1
421,item_5,1
88,item_5,1
443,item_6,1
250,item_6,1
242,item_6,1
102,item_6,1
262,item_6,1
207,item_6,1
289,item_8,1
399,item_8,1
335,item_8,1
374,item_9,1
394,item_9,1
344,item_10,1
402,item_10,1
119,item_10,1
64,item_10,1
459,item_11,1
339,item_11,1
365,item_11,1
204,item_12,1
45,item_12,1
64,item_12,1
11,item_12,1
280,item_12,1
355,item_12,1
234,item_13,1
9,item_14,1
225,item_14,1
340,item_14,1
288,item_14,1
63,item_14,1
362,item_15,1
287,item_16,1
27,item_16,1
444,item_16,1
451,item_16,1
93,item_17,1
184,item_18,1
422,item_19,1
54,item_19,1
279,item_19,1
410,item_20,1
383,item_20,1
102,item_20,1
4,item_20,1
456,item_20,1
342,item_1,0
41,item_1,0
415,item_2,0
29,item_2,0
49,item_2,0
6,item_2,0
18,item_2,0
28,item_3,0
86,item_3,0
504,item_4,0
111,item_4,0
414,item_5,0
243,item_5,0
515,item_5,0
8,item_5,0
491,item_6,0
423,item_6,0
215,item_7,0
250,item_7,0
330,item_7,0
59,item_7,0
422,item_8,0
44,item_8,0
289,item_9,0
205,item_9,0
293,item_9,0
508,item_11,0
497,item_11,0
536,item_11,0
181,item_11,0
304,item_12,0
196,item_13,0
497,item_13,0
84,item_13,0
7,item_14,0
69,item_14,0
92,item_15,0
519,item_15,0
84,item_16,0
264,item_17,0
425,item_17,0
135,item_17,0
92,item_17,0
467,item_18,0
68,item_18,0
141,item_18,0
427,item_18,0
452,item_18,0
408,item_19,0
233,item_19,0
293,item_19,0
217,item_19,0
436,item_19,0
461,item_19,0
449,item_20,0
303,item_20,0
387,item_20,0
381,item_1,1
268,item_1,1
236,item_2,1
38,item_2,1
386,item_3,1
269,item_3,1
362,item_3,1
158,item_4,1
31,item_4,1
321,item_5,1
262,item_5,1
150,item_5,1
256,item_5,1
439,item_6,1
11,item_6,1
481,item_7,1
452,item_7,1
12,item_8,1
77,item_8,1
439,item_8,1
445,item_8,1
161,item_8,1
419,item_9,1
444,item_9,1
481,item_9,1
278,item_10,1
54,item_10,1
79,item_10,1
87,item_11,1
218,item_11,1
352,item_12,1
516,item_12,1
65,item_12,1
481,item_14,1
161,item_14,1
474,item_14,1
45,item_14,1
445,item_14,1
468,item_14,1
153,item_14,1
136,item_14,1
201,item_15,1
192,item_15,1
481,item_15,1
508,item_16,1
512,item_16,1
82,item_16,1
12,item_16,1
180,item_18,1
56,item_19,1
340,item_19,1
88,item_19,1
90,item_19,1
480,item_20,1
289,item_20,1
376,item_20,1
331,item_1,0
47,item_1,0
317,item_2,0
404,item_2,0
112,item_2,0
334,item_3,0
364,item_3,0
387,item_4,0
492,item_4,0
412,item_4,0
334,item_4,0
246,item_5,0
148,item_5,0
55,item_5,0
510,item_6,0
312,item_7,0
509,item_7,0
93,item_9,0
137,item_9,0
145,item_10,0
416,item_10,0
51,item_10,0
395,item_10,0
522,item_11,0
72,item_11,0
509,item_11,0
503,item_11,0
195,item_12,0
112,item_13,0
486,item_13,0
85,item_13,0
8,item_13,0
406,item_14,0
197,item_15,0
441,item_16,0
53,item_17,0
436,item_18,0
236,item_18,0
251,item_18,0
136,item_18,0
477,item_18,0
454,item_19,0
306,item_19,0
188,item_19,0
276,item_20,0
103,item_20,0
290,item_1,1
218,item_1,1
99,item_1,1
478,item_1,1
79,item_2,1
376,item_2,1
33,item_2,1
207,item_2,1
52,item_3,1
199,item_3,1
221,item_4,1
394,item_4,1
46,item_4,1
275,item_5,1
377,item_5,1
17,item_6,1
82,item_6,1
329,item_6,1
416,item_6,1
45,item_6,1
85,item_6,1
341,item_7,1
150,item_7,1
21,item_8,1
70,item_8,1
135,item_8,1
425,item_8,1
272,item_8,1
144,item_8,1
181,item_8,1
258,item_9,1
382,item_9,1
68,item_9,1
494,item_9,1
288,item_9,1
345,item_9,1
471,item_9,1
464,item_9,1
248,item_10,1
154,item_10,1
453,item_10,1
272,item_11,1
290,item_11,1
90,item_11,1
54,item_12,1
512,item_12,1
186,item_14,1
319,item_14,1
23,item_15,1
382,item_16,1
216,item_16,1
114,item_17,1
431,item_17,1
179,item_17,1
96,item_17,1
258,item_18,1
190,item_19,1
42,item_19,1
88,item_20,1
116,item_1,0
48,item_1,0
291,item_2,0
81,item_3,0
24,item_3,0
234,item_3,0
246,item_4,0
517,item_4,0
343,item_4,0
392,item_4,0
326,item_5,0
316,item_5,0
435,item_5,0
77,item_7,0
233,item_8,0
188,item_9,0
408,item_9,0
514,item_10,0
360,item_10,0
363,item_10,0
237,item_10,0
491,item_11,0
178,item_11,0
47,item_11,0
251,item_12,0
314,item_13,0
159,item_13,0
474,item_13,0
178,item_13,0
372,item_13,0
286,item_14,0
170,item_14,0
51,item_14,0
62,item_14,0
342,item_15,0
101,item_15,0
414,item_15,0
411,item_15,0
310,item_16,0
187,item_16,0
246,item_17,0
526,item_17,0
514,item_17,0
353,item_18,0
188,item_18,0
338,item_19,0
135,item_19,0
265,item_19,0
224,item_19,0
518,item_20,0
141,item_20,0
473,item_1,1
315,item_1,1
200,item_1,1
208,item_2,1
382,item_2,1
193,item_2,1
405,item_2,1
355,item_3,1
471,item_3,1
156,item_4,1
3,item_4,1
152,item_5,1
329,item_5,1
410,item_5,1
13,item_5,1
480,item_6,1
516,item_6,1
357,item_7,1
163,item_8,1
156,item_8,1
118,item_8,1
516,item_8,1
137,item_8,1
279,item_9,1
416,item_9,1
197,item_9,1
30,item_10,1
56,item_11,1
137,item_11,1
225,item_11,1
447,item_11,1
254,item_12,1
264,item_12,1
13,item_12,1
306,item_12,1
369,item_12,1
281,item_12,1
313,item_13,1
256,item_13,1
369,item_13,1
295,item_15,1
185,item_15,1
137,item_15,1
370,item_16,1
147,item_16,1
481,item_16,1
386,item_16,1
341,item_17,1
288,item_17,1
279,item_17,1
248,item_17,1
193,item_17,1
278,item_17,1
282,item_17,1
358,item_17,1
180,item_19,1
32,item_19,1
136,item_20,1
163,item_20,1
462,item_1,0
53,item_1,0
507,item_2,0
249,item_2,0
420,item_3,0
244,item_3,0
502,item_4,0
276,item_4,0
20,item_5,0
61,item_7,0
179,item_7,0
149,item_7,0
335,item_7,0
506,item_8,0
460,item_9,0
355,item_9,0
72,item_10,0
398,item_13,0
69,item_13,0
286,item_13,0
508,item_13,0
312,item_15,0
48,item_15,0
97,item_15,0
408,item_15,0
1,item_17,0
235,item_18,0
132,item_19,0
492,item_19,0
304,item_19,0
327,item_19,0
397,item_20,0
484,item_20,0
28,item_20,0
465,item_1,1
198,item_1,1
468,item_1,1
22,item_1,1
252,item_2,1
453,item_2,1
54,item_3,1
305,item_3,1
241,item_3,1
225,item_3,1
245,item_5,1
479,item_6,1
398,item_6,1
213,item_6,1
450,item_6,1
54,item_7,1
221,item_7,1
173,item_7,1
225,item_8,1
452,item_8,1
72,item_8,1
298,item_9,1
43,item_9,1
356,item_9,1
440,item_10,1
104,item_11,1
189,item_11,1
108,item_12,1
453,item_13,1
95,item_14,1
310,item_14,1
86,item_14,1
185,item_14,1
294,item_14,1
205,item_16,1
119,item_16,1
115,item_16,1
473,item_17,1
478,item_17,1
214,item_18,1
471,item_18,1
287,item_19,1
400,item_20,1
322,item_20,1
220,item_20,1
363,item_20,1
34,item_1,0
214,item_1,0
417,item_1,0
519,item_1,0
24,item_2,0
500,item_2,0
131,item_3,0
437,item_4,0
59,item_4,0
309,item_4,0
41,item_4,0
330,item_4,0
134,item_5,0
51,item_6,0
176,item_7,0
378,item_7,0
450,item_8,0
287,item_9,0
148,item_9,0
509,item_9,0
328,item_10,0
485,item_10,0
407,item_10,0
523,item_10,0
457,item_11,0
40,item_11,0
381,item_11,0
382,item_11,0
506,item_12,0
252,item_13,0
526,item_13,0
1,item_13,0
436,item_13,0
20,item_14,0
215,item_14,0
294,item_15,0
367,item_15,0
271,item_15,0
166,item_16,0
219,item_16,0
332,item_16,0
379,item_17,0
253,item_18,0
228,item_19,0
504,item_19,0
526,item_19,0
392,item_20,0
291,item_20,0
312,item_20,0
76,item_20,0
336,item_20,0
89,item_1,1
483,item_1,1
257,item_2,1
518,item_2,1
350,item_2,1
400,item_4,1
160,item_4,1
185,item_4,1
147,item_5,1
429,item_6,1
310,item_6,1
372,item_6,1
535,item_6,1
431,item_6,1
486,item_6,1
393,item_6,1
320,item_6,1
403,item_7,1
270,item_7,1
257,item_8,1
248,item_8,1
482,item_8,1
235,item_9,1
88,item_9,1
270,item_9,1
219,item_9,1
105,item_10,1
184,item_10,1
198,item_10,1
161,item_10,1
434,item_11,1
256,item_11,1
378,item_11,1
394,item_11,1
160,item_12,1
276,item_12,1
384,item_12,1
247,item_13,1
438,item_14,1
298,item_14,1
35,item_14,1
391,item_14,1
223,item_15,1
186,item_15,1
294,item_16,1
483,item_16,1
417,item_16,1
32,item_16,1
365,item_17,1
24,item_17,1
66,item_18,1
210,item_18,1
155,item_18,1
204,item_18,1
23,item_18,1
86,item_18,1
125,item_19,1
46,item_19,1
257,item_19,1
59,item_1,0
105,item_1,0
509,item_2,0
308,item_2,0
171,item_2,0
508,item_3,0
101,item_4,0
76,item_5,0
177,item_5,0
143,item_5,0
296,item_5,0
73,item_6,0
399,item_6,0
526,item_7,0
244,item_7,0
235,item_8,0
239,item_9,0
442,item_9,0
27,item_10,0
8,item_10,0
454,item_10,0
350,item_10,0
372,item_10,0
299,item_11,0
331,item_11,0
463,item_11,0
144,item_12,0
28,item_13,0
478,item_13,0
53,item_13,0
427,item_15,0
335,item_15,0
399,item_15,0
403,item_15,0
25,item_17,0
408,item_17,0
500,item_17,0
423,item_17,0
39,item_17,0
248,item_18,0
316,item_18,0
334,item_19,0
339,item_19,0
497,item_19,0
144,item_19,0
523,item_19,0
356,item_1,1
222,item_2,1
234,item_2,1
490,item_2,1
201,item_2,1
185,item_2,1
427,item_2,1
230,item_3,1
282,item_3,1
207,item_4,1
64,item_4,1
456,item_4,1
376,item_4,1
157,item_4,1
346,item_5,1
278,item_5,1
441,item_5,1
425,item_6,1
522,item_6,1
471,item_7,1
409,item_7,1
487,item_8,1
220,item_8,1
488,item_9,1
257,item_9,1
224,item_9,1
362,item_9,1
225,item_10,1
325,item_10,1
256,item_10,1
350,item_11,1
302,item_11,1
515,item_12,1
339,item_12,1
430,item_12,1
153,item_12,1
447,item_13,1
349,item_14,1
211,item_14,1
140,item_15,1
473,item_15,1
74,item_15,1
278,item_16,1
177,item_16,1
102,item_16,1
186,item_17,1
191,item_17,1
110,item_18,1
99,item_18,1
221,item_18,1
457,item_18,1
164,item_18,1
369,item_19,1
214,item_19,1
470,item_20,1
443,item_20,1
346,item_20,1
24,item_1,0
498,item_2,0
134,item_2,0
194,item_2,0
526,item_2,0
72,item_2,0
441,item_3,0
139,item_4,0
165,item_4,0
240,item_5,0
9,item_7,0
379,item_7,0
441,item_7,0
366,item_7,0
251,item_10,0
304,item_10,0
28,item_11,0
528,item_11,0
13,item_11,0
375,item_13,0
406,item_13,0
485,item_13,0
515,item_15,0
390,item_15,0
18,item_15,0
75,item_15,0
500,item_15,0
352,item_15,0
29,item_15,0
48,item_16,0
118,item_17,0
381,item_17,0
527,item_17,0
412,item_17,0
272,item_17,0
372,item_18,0
498,item_19,0
460,item_20,0
292,item_20,0
74,item_20,0
273,item_20,0
432,item_1,1
431,item_1,1
422,item_1,1
25,item_2,1
477,item_2,1
339,item_2,1
302,item_2,1
154,item_2,1
368,item_3,1
172,item_3,1
151,item_3,1
398,item_3,1
340,item_4,1
181,item_4,1
150,item_4,1
384,item_4,1
281,item_4,1
420,item_5,1
137,item_6,1
238,item_6,1
114,item_6,1
97,item_6,1
229,item_7,1
214,item_7,1
4,item_8,1
295,item_8,1
347,item_8,1
124,item_9,1
160,item_9,1
484,item_9,1
159,item_9,1
397,item_9,1
420,item_11,1
45,item_11,1
94,item_11,1
278,item_11,1
214,item_11,1
106,item_12,1
389,item_12,1
460,item_12,1
157,item_12,1
277,item_13,1
164,item_13,1
79,item_13,1
280,item_13,1
183,item_14,1
460,item_14,1
360,item_14,1
39,item_14,1
213,item_15,1
45,item_15,1
53,item_15,1
116,item_15,1
466,item_16,1
472,item_16,1
78,item_16,1
150,item_16,1
60,item_16,1
33,item_17,1
197,item_17,1
405,item_17,1
74,item_17,1
317,item_17,1
88,item_18,1
130,item_18,1
241,item_18,1
376,item_18,1
216,item_18,1
138,item_19,1
522,item_1,0
7,item_2,0
118,item_3,0
272,item_3,0
27,item_3,0
74,item_4,0
347,item_4,0
377,item_4,0
98,item_5,0
68,item_5,0
174,item_5,0
355,item_5,0
46,item_5,0
345,item_7,0
100,item_7,0
15,item_7,0
224,item_8,0
292,item_8,0
81,item_9,0
467,item_10,0
47,item_10,0
526,item_11,0
71,item_11,0
495,item_11,0
131,item_11,0
212,item_11,0
271,item_11,0
274,item_12,0
503,item_12,0
312,item_13,0
52,item_13,0
194,item_13,0
345,item_14,0
475,item_14,0
98,item_14,0
117,item_14,0
397,item_15,0
316,item_15,0
215,item_16,0
139,item_17,0
536,item_17,0
500,item_18,0
51,item_18,0
219,item_18,0
143,item_18,0
357,item_19,0
395,item_19,0
515,item_19,0
53,item_19,0
506,item_20,0
85,item_20,0
332,item_20,0
430,item_20,0
409,item_1,1
63,item_1,1
365,item_1,1
4,item_1,1
360,item_2,1
385,item_2,1
457,item_2,1
299,item_2,1
79,item_3,1
439,item_3,1
303,item_3,1
315,item_3,1
248,item_4,1
127,item_4,1
376,item_5,1
281,item_5,1
209,item_5,1
473,item_5,1
169,item_5,1
341,item_5,1
150,item_6,1
191,item_6,1
466,item_6,1
142,item_7,1
204,item_8,1
37,item_8,1
87,item_8,1
435,item_8,1
426,item_8,1
477,item_8,1
223,item_8,1
64,item_8,1
95,item_8,1
334,item_9,1
191,item_9,1
89,item_11,1
461,item_12,1
213,item_12,1
289,item_12,1
383,item_12,1
204,item_13,1
70,item_14,1
159,item_15,1
332,item_15,1
154,item_15,1
38,item_15,1
21,item_16,1
480,item_16,1
333,item_16,1
284,item_16,1
363,item_16,1
260,item_17,1
74,item_18,1
302,item_18,1
54,item_20,1
34,item_20,1
426,item_1,0
395,item_1,0
112,item_1,0
217,item_1,0
493,item_1,0
133,item_2,0
372,item_2,0
215,item_3,0
357,item_3,0
510,item_3,0
166,item_3,0
507,item_3,0
263,item_4,0
313,item_5,0
231,item_5,0
233,item_5,0
509,item_5,0
76,item_6,0
291,item_6,0
36,item_7,0
139,item_8,0
475,item_9,0
526,item_9,0
65,item_10,0
503,item_10,0
5,item_10,0
355,item_11,0
6,item_11,0
224,item_11,0
107,item_12,0
532,item_12,0
255,item_13,0
304,item_13,0
194,item_14,0
239,item_15,0
391,item_15,0
166,item_15,0
533,item_15,0
144,item_15,0
182,item_15,0
41,item_16,0
175,item_17,0
227,item_18,0
463,item_18,0
349,item_19,0
366,item_19,0
312,item_19,0
268,item_19,0
462,item_19,0
44,item_20,0
353,item_20,0
33,item_1,1
109,item_1,1
330,item_1,1
460,item_1,1
329,item_1,1
184,item_2,1
93,item_2,1
290,item_3,1
63,item_3,1
150,item_3,1
234,item_4,1
124,item_4,1
423,item_5,1
322,item_5,1
261,item_6,1
460,item_6,1
218,item_7,1
219,item_7,1
128,item_7,1
159,item_8,1
327,item_8,1
305,item_8,1
431,item_9,1
167,item_9,1
85,item_9,1
368,item_9,1
169,item_10,1
281,item_11,1
363,item_11,1
458,item_11,1
466,item_11,1
431,item_11,1
533,item_11,1
127,item_12,1
202,item_12,1
56,item_13,1
241,item_13,1
476,item_14,1
145,item_14,1
480,item_14,1
457,item_14,1
290,item_14,1
257,item_15,1
147,item_15,1
340,item_15,1
409,item_15,1
383,item_16,1
88,item_17,1
270,item_18,1
115,item_18,1
45,item_19,1
298,item_19,1
35,item_20,1
428,item_20,1
433,item_20,1
126,item_20,1
159,item_1,0
18,item_1,0
98,item_2,0
251,item_2,0
299,item_3,0
294,item_3,0
97,item_4,0
113,item_4,0
529,item_4,0
83,item_5,0
290,item_7,0
317,item_7,0
73,item_7,0
231,item_8,0
143,item_9,0
382,item_10,0
318,item_10,0
516,item_10,0
450,item_10,0
492,item_11,0
139,item_11,0
391,item_11,0
461,item_11,0
107,item_11,0
460,item_11,0
98,item_11,0
530,item_12,0
51,item_13,0
430,item_13,0
502,item_13,0
433,item_13,0
443,item_13,0
299,item_15,0
16,item_15,0
523,item_15,0
217,item_15,0
329,item_16,0
515,item_17,0
450,item_18,0
411,item_18,0
501,item_18,0
528,item_18,0
93,item_19,0
12,item_19,0
149,item_19,0
230,item_20,0
520,item_1,1
518,item_1,1
300,item_1,1
86,item_2,1
480,item_3,1
116,item_3,1
159,item_3,1
197,item_3,1
277,item_4,1
241,item_5,1
384,item_5,1
302,item_5,1
193,item_5,1
356,item_5,1
260,item_5,1
152,item_6,1
155,item_6,1
271,item_6,1
293,item_7,1
279,item_7,1
535,item_8,1
449,item_8,1
138,item_8,1
430,item_8,1
471,item_8,1
108,item_8,1
398,item_8,1
41,item_9,1
434,item_9,1
29,item_9,1
479,item_9,1
236,item_10,1
184,item_11,1
127,item_11,1
201,item_11,1
444,item_12,1
57,item_12,1
468,item_12,1
91,item_12,1
237,item_12,1
400,item_12,1
223,item_13,1
178,item_14,1
90,item_14,1
127,item_14,1
2,item_15,1
284,item_15,1
150,item_15,1
123,item_16,1
464,item_16,1
137,item_16,1
389,item_16,1
199,item_17,1
400,item_17,1
127,item_18,1
275,item_18,1
375,item_18,1
315,item_19,1
124,item_19,1
147,item_19,1
272,item_20,1
76,item_1,0
263,item_2,0
28,item_2,0
519,item_3,0
244,item_4,0
461,item_4,0
48,item_4,0
518,item_5,0
232,item_5,0
53,item_5,0
148,item_6,0
37,item_6,0
240,item_7,0
436,item_7,0
47,item_8,0
398,item_10,0
48,item_10,0
244,item_10,0
299,item_10,0
371,item_10,0
507,item_11,0
61,item_12,0
455,item_12,0
68,item_13,0
25,item_13,0
299,item_13,0
517,item_14,0
380,item_15,0
139,item_15,0
498,item_16,0
111,item_16,0
530,item_16,0
462,item_16,0
463,item_17,0
390,item_17,0
471,item_17,0
271,item_17,0
453,item_18,0
62,item_18,0
36,item_19,0
28,item_19,0
416,item_19,0
85,item_19,0
380,item_19,0
387,item_19,0
334,item_20,0
69,item_20,0
20,item_20,0
350,item_1,1
64,item_1,1
324,item_2,1
43,item_2,1
443,item_2,1
210,item_2,1
110,item_2,1
536,item_2,1
492,item_2,1
105,item_3,1
533,item_3,1
214,item_3,1
30,item_4,1
199,item_4,1
213,item_5,1
40,item_5,1
485,item_5,1
312,item_5,1
139,item_5,1
202,item_5,1
289,item_5,1
15,item_6,1
109,item_6,1
508,item_6,1
494,item_7,1
1,item_7,1
164,item_8,1
403,item_8,1
57,item_8,1
513,item_8,1
146,item_8,1
113,item_8,1
283,item_9,1
260,item_9,1
425,item_9,1
150,item_10,1
189,item_10,1
417,item_11,1
448,item_12,1
431,item_13,1
179,item_13,1
42,item_14,1
377,item_14,1
512,item_14,1
99,item_15,1
445,item_15,1
359,item_15,1
234,item_16,1
74,item_16,1
318,item_16,1
281,item_16,1
455,item_17,1
239,item_17,1
50,item_17,1
127,item_17,1
97,item_17,1
35,item_18,1
433,item_18,1
162,item_19,1
128,item_19,1
481,item_20,1
254,item_20,1
324,item_20,1
227,item_1,0
486,item_1,0
251,item_1,0
100,item_2,0
121,item_3,0
75,item_3,0
446,item_3,0
27,item_4,0
195,item_4,0
92,item_4,0
336,item_5,0
5,item_5,0
286,item_5,0
407,item_7,0
15,item_8,0
253,item_9,0
496,item_9,0
126,item_9,0
70,item_11,0
407,item_11,0
377,item_11,0
133,item_11,0
512,item_11,0
231,item_12,0
532,item_13,0
250,item_13,0
383,item_13,0
334,item_13,0
500,item_13,0
523,item_13,0
246,item_14,0
426,item_15,0
19,item_16,0
86,item_16,0
307,item_17,0
364,item_17,0
387,item_17,0
399,item_18,0
14,item_19,0
489,item_19,0
470,item_19,0
112,item_19,0
444,item_20,0
366,item_20,0
355,item_20,0
5,item_20,0
25,item_1,1
329,item_2,1
448,item_2,1
402,item_2,1
110,item_3,1
527,item_4,1
323,item_5,1
128,item_5,1
479,item_5,1
6,item_6,1
533,item_6,1
494,item_6,1
394,item_6,1
256,item_7,1
276,item_7,1
81,item_8,1
317,item_8,1
79,item_9,1
15,item_9,1
380,item_9,1
222,item_9,1
116,item_10,1
405,item_10,1
42,item_10,1
272,item_10,1
110,item_10,1
152,item_11,1
206,item_11,1
177,item_11,1
75,item_12,1
173,item_13,1
242,item_14,1
150,item_14,1
82,item_15,1
460,item_15,1
273,item_15,1
458,item_15,1
262,item_15,1
305,item_16,1
2,item_16,1
169,item_17,1
202,item_17,1
480,item_17,1
323,item_18,1
230,item_18,1
489,item_18,1
90,item_18,1
169,item_18,1
278,item_19,1
189,item_20,1
94,item_20,1
234,item_20,1
259,item_20,1
185,item_20,1
51,item_1,0
271,item_1,0
464,item_1,0
534,item_2,0
205,item_2,0
424,item_3,0
106,item_3,0
288,item_3,0
463,item_3,0
332,item_4,0
61,item_5,0
15,item_5,0
107,item_5,0
69,item_6,0
162,item_6,0
329,item_8,0
18,item_8,0
135,item_9,0
18,item_9,0
62,item_10,0
217,item_10,0
517,item_10,0
227,item_10,0
352,item_10,0
82,item_10,0
292,item_11,0
357,item_11,0
252,item_11,0
311,item_11,0
504,item_13,0
233,item_13,0
100,item_13,0
451,item_13,0
516,item_13,0
274,item_13,0
506,item_13,0
311,item_13,0
327,item_14,0
334,item_14,0
109,item_15,0
525,item_15,0
457,item_15,0
491,item_16,0
253,item_16,0
148,item_17,0
516,item_18,0
493,item_19,0
133,item_19,0
414,item_20,0
237,item_20,0
344,item_1,1
186,item_1,1
375,item_1,1
272,item_1,1
160,item_1,1
410,item_1,1
281,item_2,1
325,item_2,1
332,item_2,1
209,item_3,1
273,item_4,1
99,item_4,1
280,item_4,1
533,item_5,1
271,item_5,1
445,item_5,1
124,item_5,1
461,item_5,1
419,item_6,1
511,item_6,1
317,item_6,1
361,item_6,1
